0,1.0000000000000000e+00
1,8.6142084171084299e-01
2,9.5363322162209552e-01
3,1.2317604807952214e+00
4,2.8581946063875034e+00
5,3.3838593061938287e+00
6,2.8849682978701421e+00
7,3.1755225792986375e+00
8,3.4895613478473431e+00
9,3.6791550360386083e+00
10,2.7978283390367511e+00
11,2.8125298284884352e+00
12,3.1310897577949395e+00
13,3.5621595127164452e+00
14,3.0094485106532032e+00
15,3.2311395079687384e+00
16,2.7533331874221130e+00
17,3.9771704785074320e+00
18,3.4901624825105664e+00
19,4.6333881155423411e+00
20,4.4575543236455601e+00
21,4.4248685426614216e+00
22,4.4594683917875937e+00
23,5.0157863868757753e+00
24,5.3260831530390638e+00
25,4.3560098256904265e+00
26,4.6314209920181009e+00
27,4.6245699060976264e+00
28,5.0119206735124058e+00
29,4.1406879342692537e+00
30,4.3543703172906358e+00
31,3.8679913361987808e+00
32,4.3586371717723296e+00
33,4.3097838482102730e+00
34,3.7439523937035348e+00
35,3.6215716630745289e+00
36,3.9753263592650248e+00
37,3.5894276686526108e+00
38,3.4789212345170499e+00
39,3.3847716065830946e+00
40,3.6681441871327825e+00
41,3.9256568227767095e+00
42,3.9221736999529710e+00
43,3.6614740851463554e+00
44,3.0371214365656902e+00
45,3.1610670611538514e+00
46,3.3825240983806881e+00
47,3.3231747023511065e+00
48,3.3866435235926970e+00
49,3.6890471493097583e+00
50,3.2973194836120894e+00
51,3.6444542806396294e+00
52,3.5827374386851298e+00
53,3.6711741409240282e+00
54,3.5386341445806169e+00
55,3.7194546965875004e+00
56,3.4751762292863924e+00
57,3.5289707706703628e+00
58,3.8699003369195863e+00
59,3.7236608089718994e+00
60,4.3147173204291853e+00
61,4.4379858804729988e+00
62,4.4702743936522271e+00
63,4.3322194718418823e+00
64,4.8460293623847157e+00
65,5.1166646854859437e+00
66,4.8413327334496383e+00
67,4.8475333033667978e+00
68,4.6918712295787834e+00
69,4.8693398953914429e+00
70,4.3770936775350249e+00
71,4.6685240840609499e+00
72,4.3040623278948127e+00
73,4.4994577945625194e+00
74,4.6333644378717702e+00
75,4.8564522289365577e+00
76,4.4367238055124067e+00
77,4.7639981146866113e+00
78,5.0372826732422347e+00
79,5.4588710987887863e+00
80,5.5509296492884275e+00
81,5.1309131057412944e+00
82,5.1433758642511807e+00
83,5.0475460524920459e+00
84,5.1931601883950806e+00
85,4.8904377707003786e+00
86,5.1999895196038999e+00
87,5.2666776726711602e+00
88,5.6096860997435050e+00
89,5.5995230662900592e+00
90,5.5672428830705503e+00
91,5.3419761778786654e+00
92,5.6735769787789465e+00
93,5.3790108023130161e+00
94,5.5607480046079081e+00
95,5.7193676215003837e+00
96,5.6766644265807882e+00
97,5.5203983616334460e+00
98,5.2945646445366359e+00
99,5.5665909474124806e+00
100,5.5454476876883101e+00
101,5.2074350295876757e+00
102,4.8652058270891008e+00
103,5.0887525493184187e+00
104,5.1862613010653122e+00
105,5.3875411038188252e+00
106,5.3787253718886916e+00
107,5.8034157474718739e+00
108,5.5827319416293140e+00
109,5.5344982425351343e+00
110,4.9022862334815329e+00
111,4.9874255747124741e+00
112,5.2515961349172402e+00
113,5.0280030106943636e+00
114,5.4997094258147410e+00
115,5.9528789469667442e+00
116,6.0985693787156041e+00
117,6.3491498938138387e+00
118,6.0578775644652598e+00
119,6.1512172153197975e+00
120,6.3934332384710615e+00
121,5.9909345861902015e+00
122,6.0140936212038589e+00
123,5.8398616923355009e+00
124,6.0576667267361612e+00
125,5.9105591252857170e+00
126,6.3249413749893373e+00
127,6.1193991808499817e+00
128,6.2947942178130711e+00
129,6.4989000331892735e+00
130,6.2286397572876240e+00
131,6.1249371827561774e+00
132,6.2494505396110851e+00
133,6.5031123139686891e+00
134,6.6734925706269035e+00
135,6.4552945918855844e+00
136,6.4004285071255511e+00
137,6.6693487233780102e+00
138,6.9040626922644899e+00
139,6.5955341232788323e+00
140,6.1657823460793422e+00
141,6.6819955902562054e+00
142,6.6304570162378562e+00
143,7.5893241036841594e+00
144,7.0309933213504534e+00
145,7.2440234879965919e+00
146,7.0104169095399742e+00
147,7.5127116049885654e+00
148,7.1367927047262283e+00
149,7.0274552147389286e+00
150,7.2660443979822418e+00
151,7.3052635112557711e+00
152,7.2957068772806100e+00
153,7.2330284295431078e+00
154,6.8413152823137535e+00
155,7.6083641185758193e+00
156,8.0672876220226204e+00
157,8.1742826177345940e+00
158,8.3248544147494901e+00
159,8.2891007798360121e+00
160,8.2633988207184199e+00
161,7.9987680447925467e+00
162,7.6807789838608906e+00
163,7.7195391520932795e+00
164,7.9565181258954016e+00
165,7.8612328645936964e+00
166,7.9036017975189212e+00
167,8.8310229784806360e+00
168,8.3868234916089008e+00
169,8.2203775669566834e+00
170,8.3501622520845320e+00
171,8.8800572528370889e+00
172,9.7734704987574297e+00
173,1.0661711662371376e+01
174,1.0780387381548879e+01
175,1.1151410464970455e+01
176,1.1807577197519326e+01
177,1.1104963782583738e+01
178,9.8432041584743626e+00
179,9.4958176880310745e+00
180,8.1321597671181092e+00
181,8.2009843648852048e+00
182,8.6251609906718105e+00
183,9.5686541777021397e+00
184,9.1904702891943000e+00
185,1.0032196861366616e+01
186,1.0435658779010106e+01
187,1.0675815376120745e+01
188,1.1068924903904831e+01
189,1.1867050979522011e+01
190,1.1094108569142843e+01
191,1.2197282327943967e+01
192,1.1420081923072086e+01
193,1.1480482182025598e+01
194,1.0610890691947766e+01
195,1.0253251745639414e+01
196,9.9291901096637822e+00
197,1.0933101952226853e+01
198,1.1535508633328094e+01
199,1.2815505210851036e+01
200,1.3047180431005899e+01
201,1.4047500991119081e+01
202,1.2635537154703679e+01
203,1.1867121681341988e+01
204,9.2470967137145248e+00
205,8.3861541115390832e+00
206,7.4461043119917463e+00
207,7.6280321563881754e+00
208,7.7365805458538324e+00
209,8.0715432337286739e+00
210,8.1107464299360874e+00
211,8.4452858715058454e+00
212,8.4454223420174106e+00
213,8.6823473991454030e+00
214,9.2676214980804392e+00
215,9.1105822862805699e+00
216,9.3687543717742603e+00
217,9.3282533027668730e+00
218,1.0005673763897148e+01
219,1.0213784946039167e+01
220,1.0214970903884225e+01
221,1.0707230688302472e+01
222,1.1518277176052653e+01
223,1.3872928595205609e+01
224,1.5091778449420275e+01
225,1.5798625251664593e+01
226,1.6832462572854876e+01
227,1.8613931991134226e+01
228,1.7376170935535150e+01
229,1.6261338101004842e+01
230,1.3914401122624797e+01
231,1.3085600984934425e+01
232,1.2488790274203009e+01
233,1.2065540041031570e+01
234,1.1742513027442209e+01
235,1.0341774163387475e+01
236,9.9970190690520333e+00
237,9.1041658644313177e+00
238,9.5918653577035915e+00
239,9.8792219630130766e+00
240,9.6193955947284469e+00
241,9.9895521350208369e+00
242,1.1128863511408209e+01
243,1.0992233008498019e+01
244,1.2480554876476839e+01
245,1.2855096734477288e+01
246,1.3686890204602005e+01
247,1.4312285166132456e+01
248,1.4521631820958563e+01
249,1.4263331794254041e+01
250,1.4010254956610892e+01
251,1.4726595197031617e+01
252,1.5641301642463233e+01
253,1.7246820566480064e+01
254,1.8726474371676904e+01
255,1.7845407479326148e+01
256,1.6349545019197187e+01
257,1.5498971641647348e+01
258,1.4042427710837408e+01
259,1.4482174263786852e+01
260,1.4482891364707315e+01
261,1.3718361087709127e+01
262,1.3933071456256453e+01
263,1.2789294630555881e+01
264,1.2053078405939946e+01
265,1.2435825279595424e+01
266,1.2191992981274355e+01
267,1.1658455945870994e+01
268,1.1062199706470247e+01
